"","Yes",1,"partha117",1,"Yes","<eol>"
"","Actually not involved in any R&D projects",1,"partha117",1,"No","<eol>"
"","Yes. In NEC-ECNEC Project.",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","No",1,"partha117",1,"No","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","No",1,"partha117",1,"No","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","no",1,"partha117",1,"No","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","yes",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","No",1,"partha117",1,"No","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","yes",1,"partha117",1,"Yes","<eol>"
"","no",1,"partha117",1,"No","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","not exactly",1,"partha117",1,"No","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Yes","<eol>"
"","No",1,"partha117",1,"No","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
